,BLS TC Sign 32B (µs),BLS TC Sign 1MiB (µs),BLS BLST Sign 32B (µs),BLS BLST Sign 1MiB (µs),ED25519 Sign 32B (µs),ED25519 Sign 1MiB (µs),BLS TC Verify 32B (µs),BLS TC Verify 1MiB (µs),BLS BLST Verify 32B (µs),BLS BLST Verify 1MiB (µs),ED25519 Verify 32B (µs),ED25519 Verify 1MiB (µs),SHA2-512 32B (µs),SHA2-512 1MiB (µs),SHA3-256 32B (µs),SHA3-256 1MiB (µs)
Average,=AVERAGE(B5:B1004),=AVERAGE(C5:C1004),=AVERAGE(D5:D1004),=AVERAGE(E5:E1004),=AVERAGE(F5:F1004),=AVERAGE(G5:G1004),=AVERAGE(H5:H1004),=AVERAGE(I5:I1004),=AVERAGE(J5:J1004),=AVERAGE(K5:K1004),=AVERAGE(L5:L1004),=AVERAGE(M5:M1004)
Median,=MEDIAN(B5:B1004),=MEDIAN(C5:C1004),=MEDIAN(D5:D1004),=MEDIAN(E5:E1004),=MEDIAN(F5:F1004),=MEDIAN(G5:G1004),=MEDIAN(H5:H1004),=MEDIAN(I5:I1004),=MEDIAN(J5:J1004),=MEDIAN(K5:K1004),=MEDIAN(L5:L1004),=MEDIAN(M5:M1004)
stdev,=STDEV(B5:B1004),=STDEV(C5:C1004),=STDEV(D5:D1004),=STDEV(E5:E1004),=STDEV(F5:F1004),=STDEV(G5:G1004),=STDEV(H5:H1004),=STDEV(I5:I1004),=STDEV(J5:J1004),=STDEV(K5:K1004),=STDEV(L5:L1004),=STDEV(M5:M1004)
863,1495.125,3579.166,125.583,519.625,11.708,3481.25,4150.791,5552.583,518.042,919.875,27.916,1753.083,0.208,1730.25,0.209,1603
864,1552.083,3195.125,128.958,548,11.708,3458.292,4018.667,5600.084,528.458,962.75,27.833,1758.375,0.208,1736.208,0.209,1592.875
865,1583.167,3164.75,125.792,528.75,11.583,3507.333,3980.5,5549.209,518,934.208,28.083,1771.708,0.25,1780.791,0.25,1716.125
866,1697.666,3211.333,132.875,517.333,11.709,3436.875,3998.166,5629.167,515.5,956.709,27.708,1754.125,0.25,1854.708,0.208,1691.375
867,1522.458,3232.333,125.709,517.333,11.667,3510.584,3947.084,5708,521.958,947.666,28.208,1750,0.25,1751.167,0.25,1730.375
868,1523.458,3189.75,125.625,525.083,11.667,3469.333,3929.25,5543.666,518.041,938.542,27.542,1746.458,0.25,1860.042,0.209,1613.166
869,1725.625,3082.917,125.666,525.792,11.75,3464.417,4003.625,5548.667,527.833,943.75,27.916,1733.875,0.209,1761.625,0.209,1592.625
870,1519.375,3111.625,125.625,518.208,11.708,3429.167,4219.166,5768.625,519.5,942.75,27.833,1745.125,0.25,1841.125,0.25,1648.75
871,1547.958,3074.292,125.667,525.75,11.625,3425.084,4007.916,5580.333,519.833,949.375,35.125,1740.541,0.25,1720.125,0.208,1622.417
872,1593.542,3706.542,125.833,514.125,11.75,3456.208,4119.208,5667,518.625,948.541,27.875,1750.375,0.25,1740.75,0.208,1597.667
873,1475.5,3299.666,125.875,521.708,11.625,3480.333,3935.041,5975.042,517.792,937.416,28.167,1737.458,0.25,1800.333,0.25,1842.75
874,1604.417,3145.625,132.541,521,11.667,3424.333,4023.542,5673.166,520.792,965.25,28.25,1767.958,0.25,1781.416,0.25,1627.5
875,1571.083,3196.5,125.709,559.333,19.666,3436.75,4064.792,5982.958,519.083,951.708,28.125,1767.709,0.25,1807.375,0.208,1618.542
876,1619.083,3149.541,125.791,514.083,11.709,3564.541,3960.791,5727.708,522,925.458,28.25,1742.625,0.25,1767.709,0.208,1763.041
877,1584.625,3272.625,125.667,517.208,11.709,3696.375,3987.375,5609.834,518,928.417,28.125,1752.208,0.208,1714.625,0.208,1594.916
878,1556.584,3277.125,125.583,522.166,11.667,3504.666,4195.833,5544.25,522.5,928.75,28.208,1762,0.208,1808.625,0.208,1703.417
879,1497.792,4046.083,128.916,525.208,11.625,3547.125,3953.541,5654.208,517.167,947.834,28.209,1750.459,0.208,1720.875,0.25,1626.875
880,1538.041,3272.291,125.75,539.5,11.667,3560.042,3889.666,5552.125,519.584,945.584,28.334,1754.666,0.208,1752.333,0.208,1617.042
881,1534.292,3171.833,125.709,521.25,11.667,3554.959,3900.542,5547.875,518.708,934.334,28.375,1775.375,0.25,1753,0.25,1616.917
882,1543.709,3091,132.458,535.791,11.667,3467.625,3875.125,5949.417,517.416,918.792,28.167,1747.625,0.25,1713.375,0.25,1660.333
883,1603.625,3112.167,125.708,518.375,11.666,3477.375,3889.333,5544,518.25,926.583,28.042,1767.042,0.25,1749.917,0.208,1689.041
884,1573,3186.958,125.625,513.75,11.625,3626.917,3912.25,5610.166,519.333,1217.417,28.417,1742,0.208,1713.125,0.208,1683.042
885,1613.708,3131.25,125.833,517.334,11.709,3440.625,3891.792,5845.666,518.375,1125,28.209,1742.334,0.208,1786.334,0.208,1690.084
886,1543.833,3229.75,128.917,555.458,11.709,3550.75,3934.458,5543.542,538.667,935.417,28.083,1751.625,0.208,1723.458,0.25,1667.959
887,1560.667,3212.416,125.833,536.625,11.625,3617.834,4064.083,5596.375,517.667,936.542,27.917,1749.125,0.208,1707.625,0.25,1672.041
888,1790.166,3382.333,130.5,531.208,11.75,3498.833,4099.584,5565.375,518.75,922.625,28.041,1753.292,0.25,1764.833,0.209,1671.083
889,1700.708,3182.792,125.75,519.25,11.667,3531.417,4162.75,5698.959,517.667,934.667,28,1760.209,0.25,1728.667,0.25,1666.333
890,1729.625,3213.709,129.292,529.291,11.75,3594.167,3947.75,5526.167,519.25,946.792,28.041,1759.583,0.25,1785.5,0.25,1850.333
891,1542.459,3051.375,125.708,517.292,11.709,3565.708,3899.75,5875.75,518.167,944.75,28.167,1747.625,0.25,1730.167,0.25,1664.125
892,1708.25,3171,125.459,519.708,11.708,3649.833,4024.875,5473.417,518.75,939.542,28.209,1745.208,0.209,1711.417,0.25,1665.625
893,1631.041,3153,125.833,528.458,11.709,3610.333,3878.708,5624.125,517,923.542,28.292,1751.75,0.209,1774.542,0.25,1659.916
894,1548.292,3206.583,133.417,521.708,11.708,3459.75,4012.75,5701.416,528.958,970.417,28.291,1751.042,0.25,1708.458,0.25,1657.833
895,1643.209,3138,128,514.042,11.791,3462.542,4038.916,5792.833,519.333,935.417,28.167,1749.959,0.25,1710.875,0.209,1744.334
896,1582.375,3321.125,125.709,548.417,11.666,3483,3867.125,5542.125,518.25,940.958,28,1733.958,0.292,1752.625,0.209,1649.208
897,1609.292,3135.75,132,517.333,11.708,3507.25,4017.917,5536.208,518.25,927.333,28,1779.209,0.25,1706.333,0.209,1605.958
898,1564.916,3129.792,125.709,534.708,11.708,3494.667,3884.875,5575.5,521,939.583,27.709,1793.292,0.25,1797.25,0.209,1649.958
899,1496.542,3126.875,130,517.042,11.666,3450.042,4006.875,5786.916,518.708,938.666,28.167,1786.166,0.209,1709.375,0.209,1693.333
900,1619.291,3113.625,125.666,529.417,11.75,3451.541,4307.959,5674.5,520.416,962.541,28.458,1734.542,0.209,1753.75,0.25,1707.583
901,1692.5,3086.083,125.75,526.25,20.917,3480.542,4350.875,5589.666,517.583,952.25,28,1747.208,0.25,1734.458,0.25,1673.209
902,1499.208,3162.334,129.125,540.583,11.709,3485.542,3947.125,5578.625,518.292,920.542,27.917,1754.459,0.25,1709,0.208,1608.708
903,1541.833,3173.5,125.583,522.209,11.667,3424.583,3917.5,5548.958,518.875,921.291,27.916,1749.917,0.25,1791.042,0.208,1587.416
904,1485.292,3207.833,125.542,517.584,11.75,3478.208,3989.417,5547.416,519.584,952.959,28.125,1764.375,0.208,1711.291,0.208,1685
905,1618.958,3182.792,132.167,534.708,11.75,3494,4045.875,5526.334,523.959,946.5,28.417,1766.583,0.25,1771.875,0.208,1624.875
906,1626.708,3234.75,125.792,524.875,11.666,3435.583,3978.875,5647.709,517.958,930.917,28,1759.5,0.25,1753.291,0.208,1617.542
907,1680.667,3139.667,125.583,520.667,11.625,3467.083,3975.417,5891.916,518.333,932.834,27.833,1744.5,0.208,1726.375,0.208,1686
908,1544.208,3096.25,135.083,529.666,11.75,3521,4146.584,5536.333,517.625,993.458,28.125,1749.167,0.208,1765.75,0.25,1709
909,1492.333,3275.708,125.75,513.791,11.75,3663.417,3990.958,5460.125,527.542,955.833,27.875,1739.917,0.208,1741.458,0.208,1591.084
910,1583.833,3115.125,125.833,539.75,11.708,3504.708,4024.459,6028.583,520.208,935.125,28.041,1769.5,0.25,1717.209,0.25,1718.792
911,1654.042,3174.583,125.667,515.458,11.667,3552.458,4001.541,5691.833,519,981.333,28.5,1765.167,0.25,1746.25,0.208,1599.084
912,1626.5,3079.667,125.666,521.959,11.666,3471.416,4001.167,5559.292,525.959,932.583,28.041,1784.333,0.25,1712.25,0.208,1645.708
913,1615.25,3085.625,129.083,524.917,11.917,3517.625,3925.041,5564.167,524.542,921.375,27.875,1784,0.25,1791.708,0.25,1703.625
914,1520.875,3200.5,125.917,513.75,12.042,3474.167,4233.5,5460.875,516.958,922.125,29.666,1785.167,0.25,1707.666,0.208,1678.541
915,1579.291,3115.667,140.041,525.583,11.625,3489.333,3918.833,5604.459,525.209,919.75,31.25,1734.5,0.25,1740.375,0.208,1741.125
916,1685.875,3142,125.75,513.792,11.667,3537.417,4066.125,5684.834,516.667,1034.667,27.833,1788.791,0.208,1730.625,0.25,1691.958
917,1569,3064.958,131.292,531.459,11.667,3475.791,4009.875,5507.791,519.75,960.5,27.625,1772.292,0.208,1722.917,0.25,1662.792
918,1550.666,3149.791,134.334,517.834,11.666,3481.583,3902.417,5544.042,516.167,985.5,28.333,1764.958,0.25,1760.125,0.209,1760.875
919,1538.209,3126.041,125.584,519.458,11.75,3527.334,3942.916,5894.5,524.292,955.792,28.375,1733.416,0.25,1793.625,0.209,1610.25
920,1504.209,3100.375,125.833,539.333,11.708,3501.625,4017.625,5460.25,515.5,963.958,28,1758.958,0.25,1734.042,0.25,1749.583
921,1644.958,3415.25,132.291,520.458,11.625,3557.917,4127.042,5597.167,527.792,969.125,28.084,1758.25,0.25,1721.958,0.25,1664.083
922,1563.75,3141.125,125.667,514,11.708,3461.041,4094.5,5575.667,518.292,968.042,27.916,1758.583,0.25,1733,0.208,1692.166
923,1494.375,3134,125.583,513.875,11.708,3520.334,3978.833,5716.417,516.791,983.333,28.125,1747.583,0.209,1753.75,0.208,1724.5
924,1538.958,3109.458,125.5,520.333,11.75,3505.834,4024.583,5556.917,516.25,973.5,28.125,1752.583,0.209,1750.541,0.208,1720.625
925,1492.167,3197.792,129.083,538.417,11.708,3444.292,3969.291,5550.084,517.334,960.167,28.458,1756.25,0.209,1755.125,0.208,1677.917
926,1495.167,3262.958,127.541,519.667,11.833,3540.125,4175.75,5627.083,517.875,948.334,28,1739.083,0.25,1718.083,0.208,1608.667
927,1573.333,3145.625,125.709,532.667,11.875,3492.292,4182.167,5611.458,524.041,947,28.167,1744.833,0.25,1730.583,0.25,1709.208
928,1485.958,3120.25,125.583,535.75,11.708,3448.667,3902.375,5591.125,521.458,954.917,28.166,1750.917,0.25,1746.375,0.209,1706.292
929,1607.292,3087.958,125.541,558.042,11.75,3511.834,3957.459,5614.041,519.458,943.25,28.083,1734.125,0.25,1748.417,0.209,1740.958
930,1497.667,3240.292,125.542,514,11.666,3440.875,4043.708,5582.917,516.75,933.583,28.042,1748.625,0.25,1728.75,0.209,1739.458
931,1509.416,3095.541,125.541,514.083,11.709,3773.875,3948.417,5569.375,517.958,934.833,27.75,1761.833,0.25,1709.292,0.209,1677.542
932,1481.292,3148.292,125.5,516.417,11.709,3549.25,4060.666,5578.041,520.25,918.333,27.875,1852.666,0.208,1706.5,0.208,1684.875
933,1507.959,3410.875,125.625,531.125,11.625,3431.583,3949.833,5582.791,523.584,940.584,27.833,1911.625,0.208,1886.375,0.25,1734.291
934,1521.25,3178.5,125.708,663.541,11.709,3502.75,4118.25,5545.75,517.833,917.167,28.292,2156.334,0.25,1797.208,0.208,1769.375
935,1967.375,3119.375,125.5,525.125,11.667,3488.75,3877.375,5645.375,516.917,967.917,27.958,1806.334,0.25,1712.167,0.208,1606.792
936,1643.875,3122.666,129.083,533.875,11.709,3515.083,3868.291,5473.125,516.792,981.958,28.25,1850.25,0.25,1743.25,0.208,1628.916
937,1493.375,3088.25,125.542,529.958,11.708,3494.25,3995.834,5562.583,516.166,922.792,27.625,1755.833,0.25,1711.25,0.208,1702.583
938,1485.541,3269.875,125.625,521.208,11.667,3460.541,4233.125,5575.167,524.333,941.5,27.875,1742.25,0.25,1742.625,0.208,1719.5
939,1802.833,3110.25,125.5,513.917,11.667,3516.75,4037.666,5623.958,518.625,917.792,28,1745.667,0.208,1779.416,0.25,1746.083
940,1599.292,3276.833,125.791,514.042,11.75,3462.625,4011.084,5530.042,516.125,918.625,28.125,1735,0.208,1730.625,0.25,1721.583
941,1487.458,3097.208,129.209,518.25,12,3442.5,3996.5,5767.25,515.375,927.375,28.25,1861.625,0.208,1797.166,0.25,1703.291
942,1562.25,3169,125.625,538.25,11.75,3577.75,3879.208,5551.666,518.459,934.292,27.917,1803.208,0.208,1775.416,0.25,1696.084
943,1523.334,3545.583,125.666,514.083,11.75,3442.041,3987.25,5582.292,519.084,937.083,28.166,1801.291,0.25,1719.458,0.25,1658.917
944,1505.917,3222.291,132.208,532.084,11.708,3497.5,4011.541,5716.209,524.958,918.25,27.75,1963.75,0.25,1821.458,0.208,1631.5
945,1499.833,3292.75,125.834,527.75,11.75,3504.708,3874.25,5575.625,517.542,923.25,28.375,1840.958,0.208,1781.875,0.25,1623.875
946,1554.209,3088.375,125.584,521.958,11.916,3503.042,3990.959,5569.209,519.875,944.708,28,1751.041,0.25,1787.75,0.25,1610.792
947,1496.042,3108.25,125.625,513.958,11.916,3457.125,4117.542,5624.083,522.25,956.792,28.334,1811.042,0.25,1749.5,0.208,1714.792
948,1710.542,3135.917,125.875,517.084,11.75,3475.333,4156.083,5551.791,521.958,948.416,28.083,1786.458,0.209,1723,0.208,1668.792
949,1559.041,3189.125,129.125,517.291,11.666,3496.458,4055.708,5578.375,516.208,923.959,28,1904.334,0.209,1798.958,0.208,1761.75
950,1539.125,3133.917,125.791,520.625,11.667,3464.042,4037.375,5547.916,516.333,929.417,27.583,1744.916,0.209,1857.375,0.25,1685.125
951,1590.5,3303.417,125.834,529.125,11.708,3494.041,4069.25,5782.833,528.458,962.583,31.542,1813.375,0.25,1779.083,0.209,1699
952,1497.125,3107.75,125.75,529.25,11.625,3475.875,3933.583,5454.875,522.958,956.167,28.125,1785.459,0.25,1891.584,0.209,1700.209
953,1567.209,3218.166,125.791,526.125,11.708,3429.708,3943.375,5799.042,513.834,919,28.25,1748.208,0.25,1818.459,0.209,1678.083
954,1626.708,3122.333,129.25,528.459,11.708,3481.917,3993.291,5632.666,516.458,944.5,27.791,1819.458,0.25,1743.333,0.209,1638.375
955,1505.958,3112.083,125.542,513.75,11.75,3424.375,4007.041,5526,517.125,925.334,27.958,1793.791,0.208,1894.75,0.25,1621.291
956,1479.541,3110.083,129.167,522.125,11.958,3430.209,4039.708,5570.417,526.25,924.166,34.209,1762.667,0.208,1712.416,0.208,1604.25
957,1467.375,3138.542,125.583,521.75,11.708,3438.5,4133.5,5600.667,516.041,917.5,27.458,1763.875,0.208,1865.375,0.208,1694.042
958,1724.792,3092.25,125.583,519.083,11.75,3424,4137.125,5525.5,523.833,939.5,28.208,1807.083,0.208,1898.834,0.208,1677
959,1704.459,3187.5,125.625,517.125,11.667,3423.625,4108.167,5639.417,527.333,926.292,27.834,1767.667,0.25,1781.791,0.25,1635.292
960,1552.292,3488.667,143.042,519.542,19.042,3423.917,3929.5,5886,516.709,920,28.208,1864.917,0.25,1757.208,0.25,1681.917
961,1706.083,3136.666,140.208,531.583,11.625,3423.458,4225.5,5679.042,515.5,932.541,28.292,1760.041,0.25,1857.416,0.25,1704.042
962,1664.667,3208.667,125.708,531.833,11.708,3428.583,4126.958,5626,516.583,942.208,28.292,1740.875,0.25,1757.334,0.25,1697.958
963,1489.167,3305.042,125.667,514.208,11.708,3424.959,4102.875,5474.417,515.292,926.958,28.209,2076.375,0.25,1720.625,0.208,1699.25
964,1529.875,3228.041,125.75,513.875,11.666,3436.333,4130.833,5913.542,518,953.125,33.333,1761.167,0.25,1887.209,0.208,1636.375
965,1521.583,3402.958,125.458,514.083,11.667,3423.625,3909.375,5615.208,516.042,932.125,28.542,1801.333,0.25,1795.667,0.208,1608.458
966,1651.084,3161.792,125.667,521.667,11.75,3431.209,4100.375,5767.75,514.209,945.417,28,1751.042,0.208,1746.834,0.208,1696.209
967,1510.875,3101.583,125.666,576.083,11.708,3440.291,4001.792,5512.667,516.125,945.375,28.167,1760.25,0.208,1764.708,0.25,1736.709
968,1632.875,3419.25,129,522.209,11.709,3431.292,4144.625,5820.166,516.833,921.291,28,1775.458,0.208,1712.875,0.209,1737.333
969,1526.291,3163.5,125.542,524.958,11.667,3426.791,4250.666,5719.25,524.417,970.959,28.083,1839.5,0.25,1800.458,0.25,1725.917
970,1690.875,3121.959,125.667,592.041,11.666,3461.208,3935.584,5755.458,515.333,930.125,28.083,1817,0.209,1745.875,0.209,1604.375
971,1530.25,3274.459,129.208,513.916,11.625,3448.709,4087.917,5511.792,513.916,928.25,27.959,1805.5,0.209,1808.833,0.209,1591.166
972,1577.875,3202.541,125.667,517.417,11.666,3423.958,4126.542,5821.833,515.083,936.083,28.083,1840.75,0.209,1817.292,0.209,1633.375
973,1540.959,3136.75,125.708,525.917,11.75,3432.417,3992.959,5826.541,515.375,920.625,27.958,1848.041,0.25,1751.75,0.209,1593.084
974,1561.75,3399.375,125.667,517.959,11.75,3431.5,3974.625,5542.75,516.959,987.166,27.625,1800.875,0.25,1858.709,0.25,1643.917
975,1759.917,3116.209,134.583,521.875,11.708,3426.417,4173.583,5730,515.75,929.375,27.833,1778.583,0.25,1720.208,0.25,1681.75
976,1821.541,3078.291,125.667,519.5,11.709,3431.708,4120.541,5781.5,515.5,918.542,28.208,1754.084,0.25,1813.75,0.208,1705.375
977,1561.25,3116.333,125.625,531.125,11.708,3455.875,3981.208,5613.5,514.625,932.083,27.666,1796.708,0.25,1909.667,0.25,1754.042
978,1493,3102.625,139.334,513.917,11.625,3432.625,4129.917,5483.333,514.167,917.75,28.25,1767.584,0.25,1743.542,0.208,1846.875
979,1593.291,3129.375,125.541,534.5,11.75,3434.25,4080.333,5578.375,519.333,954.792,28.167,1771.833,0.25,1796.666,0.208,1640.458
980,1523.292,3273.041,125.75,514.125,11.75,3439.5,3955.625,5670.292,516.333,918.25,28,1842,0.208,1711.75,0.208,1599.291
981,1520.334,3116.208,125.583,523,11.709,3432.5,3892.875,5975.667,516.041,933.042,28.166,1769.083,0.208,1706.791,0.208,1666.25
982,1500.209,3177.958,125.542,522.25,11.792,3433.042,3863.666,5502.791,516.584,948.958,28,1817.583,0.208,1802.5,0.25,1658.208
983,1514.167,3115.916,136.708,525.75,11.625,3427.167,3996.708,5957.625,516.042,929.167,28.333,1843.875,0.25,1712.833,0.208,2010.209
984,1561.208,3125.125,125.708,536.709,11.708,3431.666,3980.25,5626.084,516.084,963.709,28.458,1787.834,0.25,1735,0.208,1716
985,1508.666,3240.167,125.584,533.5,11.667,3426.625,4153.209,5704,516.125,920.417,27.708,1777,0.25,1750,0.208,1668
986,1848.375,3281.666,125.834,518.208,11.709,3432.209,3948.125,5663.334,515.542,917.958,32.167,1753.083,0.25,1713.083,0.208,1674.791
987,1512.958,3173.167,129,516.333,11.667,3445.75,4349.459,5627,548.583,960.916,28.292,1766.833,0.25,1769.334,0.208,1753.333
988,1647.041,3167.792,125.458,530.792,20.792,3439.833,4182.833,5827.917,551.541,954.625,27.666,1792.416,0.25,1738.375,0.208,1622.75
989,1501.75,3224.291,125.667,525.583,11.625,3434.334,3924.792,5562.875,588.333,1022,28.209,1824.792,0.208,1777.292,0.208,1636.75
990,1649.25,3197.584,125.75,513.834,11.75,3430.625,3887.375,5580.083,581.25,944.5,28.125,1858.209,0.208,1753.666,0.208,1683.041
991,1520.042,3182.084,131.917,524.375,11.708,3426.916,4129.834,5615.458,517,919.291,28.25,1752.584,0.25,1925.959,0.209,1594.417
992,1713.166,3171.583,125.708,513.958,11.666,3438.958,4079,5715.625,516.125,947.25,27.958,1779.209,0.25,1734.834,0.209,1659.667
993,1645.083,3203.959,125.5,513.708,11.708,3434.834,3952.209,5579.375,522.25,928.375,28,1742.5,0.25,1707.542,0.25,1620.375
994,1473.167,3080.375,125.542,513.792,11.709,3438.958,4031.125,5610.667,524.959,917.042,32.625,1736.541,0.208,1801.375,0.25,1611.667
995,1629.334,3227.625,125.375,541.541,11.708,3441.583,3926.25,5507.167,515.625,928.625,31.833,1734.459,0.25,1721.292,0.209,1602.958
996,1576.666,3110.583,125.459,536.041,11.667,3439.125,4084.25,5786.833,519.25,938.25,28,1734.542,0.25,1814.791,0.209,1769.125
997,1565.208,3172.291,125.625,519.958,11.791,3439.084,3992.625,5468.542,516.375,922.417,28,1869.417,0.208,1809.167,0.209,1753.416
998,1782.625,3353.25,125.583,513.875,11.917,3424.459,4024.292,5574.625,514.542,919.25,28.208,1863.083,0.208,1723.833,0.25,1652.792
999,1562.208,3313.916,136.625,517.125,11.834,3427.375,3980.5,5654.917,520.5,934.666,37.375,1849,0.25,1738.833,0.25,1704.542
1000,1678.958,3163.792,125.583,517.167,12,3423.667,4021.875,5587.458,515.583,926.625,28.125,1874.125,0.25,1721.584,0.208,1684.708
